,title,id,year,rating,imdbid
7380,Dragon Ball Z: Battle of Gods,5292,2013,3,2263944
7381,Snowpiercer,5296,2013,3,1706620
7382,"Congress, The",5298,2013,3,1821641
7383,Anchorman 2: The Legend Continues,5309,2013,3,1229340
7384,Dark Touch,5311,2013,3,2328549
7385,"Lifeguard, The",5322,2013,3,2265534
7386,Ida,5335,2013,3,2718492
7387,Ang&eacute;lique,5354,2013,3,2776074
7388,Kill Your Darlings,5362,2013,1,1311071
7389,Nashorn im Galopp,5374,2013,0,2656122
7390,Elle s&#39;en va,5376,2013,3,2289538
7391,La Venus a la fourrure,5377,2013,0,2406252
7392,Blackfish,5389,2013,3,2545118
7393,Contracted,5400,2013,3,2281159
7394,Fading Gigolo,5428,2013,2,2258345
7395,Trap for Cinderella,5436,2013,3,1766175
7396,Finding Mr. Right,5448,2013,1,2169322
7397,Xi you xiang mo pian (Journey to the West),5457,2013,2,2017561
7398,Bad Words,5460,2013,2,2170299
7399,Words and Pictures,5464,2013,3,2380331
7400,An Easter Bunny Puppy,5478,2013,3,2599226
7401,G.B.F.,5480,2013,3,2429074
7402,Odd Thomas,5490,2013,3,1767354
7403,Interior. Leather Bar.,5491,2013,1,2352488
7404,Touchy Feely,5507,2013,3,2364949
7405,"Punk Singer, The",5518,2013,3,1785612
7406,Best Night Ever,5520,2013,3,2499414
7407,"Immigrant, The",5525,2013,3,1951181
7408,Palo Alto,5526,2013,3,2479800
7409,Locke,5527,2013,0,2692904
7410,Justice Is Mind,5537,2013,3,2289920
7411,Decoding Annie Parker,5541,2013,3,1464191
7412,"Pretty One, The",5542,2013,3,2140577
7413,"Last Stand, The",5570,2013,1,1549920
7414,"Kings of Summer, The",5576,2013,2,2179116
7415,Kaze tachinu,5579,2013,3,2013293
7416,Life Inside Out,5587,2013,3,2543508
7417,"Grand Seduction, The",5589,2013,1,2319580
7418,Beneath,5604,2013,0,2991296
7419,"Young and Prodigious T.S. Spivet, The",5607,2013,3,1981107
7420,Yip Man: Jung gik yat jin,5613,2013,3,2495118
7421,Tracks,5622,2013,3,2167266
7422,Patema Inverted,5626,2013,0,2981768
7423,All Cheerleaders Die,5630,2013,3,2527186
7424,Geography Club,5637,2013,3,2235902
7425,Homefront,5640,2013,2,2312718
7426,Once Upon a Time in Vietnam,5641,2013,0,2531258
7427,"Zero Theorem, The",5647,2013,0,2333804
7428,Gabrielle,5652,2013,3,3106846
7429,Blue Ruin,5653,2013,3,2359024
7430,"German Doctor, The",5714,2013,3,1847746
7431,Wrong Cops,5670,2013,1,2166616
7432,Svecenikova djeca,5672,2013,1,2395421
7433,Sadako 3D 2,5676,2013,3,2440362
7434,300 Worte Deutsch,5707,2013,3,2288044
7435,Are You Here,5727,2013,3,1545754
7436,In Fear,5732,2013,0,2165859
7437,"Invisible Woman, The",5746,2013,3,1700845
7438,"Love Punch, The",5754,2013,3,2234261
7439,At Middleton,5758,2013,3,1483324
7440,"Machine, The",5787,2013,3,2317225
7441,Kill for Me,5809,2013,3,2085957
7442,Ashley,5822,2013,3,2084093
7443,Flores Raras,5829,2013,3,2217458
7444,Haunt,5841,2013,3,2386278
7445,Remember Sunday,5845,2013,3,2770480
7446,52 Tuesdays,5849,2013,3,3100636
7447,Bends,5853,2013,3,2852460
7448,"Princess Twins of Legendale, The",5861,2013,3,3122122
7449,Another Me,5882,2013,3,1816608
7450,Horns,5893,2013,3,1528071
7451,Barbie &amp; Her Sisters in a Pony Tale,5895,2013,3,3321254
7452,"Tale of The Princess Kaguya, The",5896,2013,3,2576852
7453,"Truth About Emanuel, The",5903,2013,3,1838520
7454,Legends of Oz: Dorothy&#39;s Return,5917,2013,3,884726
7455,Future Shift,5985,2013,3,2991316
7456,"Spectacular Now, The",5987,2013,2,1714206
7457,Down River,5989,2013,3,2202928
7458,rastres de s&aacute;ndal,5992,2013,3,3521332
7459,Particle Fever,6004,2013,3,1385956
7460,Tim&#39;s Vermeer,6006,2013,2,3089388
7461,"Vivian Maier Mystery, The",6082,2013,3,3252208
7462,What If,6083,2013,3,1486834
7463,"Devil&#39;s Violinist, The",6086,2013,3,2401715
7464,Hross i oss,6100,2013,3,3074732
7465,"Returned, The",6110,2013,3,2093270
7466,Open Road,6130,2013,3,1922679
7467,Bicycling with Moli&egrave;re,6138,2013,2,2207050
7468,Young Detective Dee: Rise of the Sea Dragon,6142,2013,2,2992146
7469,Le week-end,6145,2013,1,2392326
7470,Wetlands,6167,2013,3,2524674
7471,Curse of Chucky,6232,2013,3,2230358
7472,"Zoran, il mio nipote scemo",6246,2013,0,3078718
7473,Plush,6272,2013,3,2226519
7474,Jack and the Cuckoo-Clock Heart,6377,2013,3,1181840
7475,La grande bellezza,6415,2013,3,2358891
7476,Frequencies,6437,2013,3,2414766
7477,First Period,6458,2013,3,2508258
7478,Is the Man Who Is Tall Happy?,6483,2013,0,1817287
7479,"Dirties, The",6559,2013,3,2334896
7480,Rewind,6570,2013,1,2193185
7481,Maron,6592,2013,0,2520512
7482,Teen Beach Movie,6647,2013,3,2325989
7483,Coherence,6686,2013,3,2866360
7484,Upstream Color,6693,2013,0,2084989
7485,Adult World,6699,2013,3,1067765
7486,Maidentrip,6709,2013,3,2555268
7487,A Picture of You,6727,2013,3,2351098
7488,La jaula de oro,6734,2013,0,2042583
7489,Stalingrad,6750,2013,1,1966566
7490,Enemy,6753,2013,1,2316411
7491,"Selfish Giant, The",6892,2013,1,2304426
7492,3096 Tage,6940,2013,3,1667355
7493,"Last of Robin Hood, The",6966,2013,3,2450440
7494,House of Cards,7026,2013,1,1856010
7495,138 segons. L&#39;enigma Girones,7050,2013,1,2964334
7496,Monster Pies,7137,2013,2,2379082
7497,Uitgesproken,7139,2013,1,3348476
7498,Ronny,7141,2013,0,2831440
7499,Wastelands,7150,2013,0,2795478
7500,Lost Angel,7151,2013,0,2796584
7501,Bayonetta: Bloody Fate,7204,2013,3,3306776
7502,Justice League: The Flashpoint Paradox,7207,2013,2,2820466
7503,Gekijouban Steins;Gate: Fuka ryouiki no dejavu,7400,2013,3,2967286
7504,Cheap Thrills,7424,2013,1,2389182
7505,My mad fat diary,7452,2013,3,2407574
7506,Tangerines,7533,2013,0,2991224
7507,Vikings,7500,2013,3,2306299
7508,"Best Offer, The",7585,2013,1,1924396
7509,A Teacher,7694,2013,3,2201548
7510,Very Good Girls,7716,2013,3,1931602
7511,Alan Partridge: Alpha Papa,7731,2013,3,469021
7512,A Case of You,7765,2013,3,1817081
7513,"Time in Between, The",7782,2013,1,1864750
7514,Vino Veritas,7783,2013,3,1647413
7515,She Made Them Do It,7807,2013,1,2336846
7516,A Haunted House,8306,2013,3,2243537
7517,Christmas in the City,7921,2013,3,3015110
7518,"Den, The",7959,2013,3,2503154
7519,Jug Face,8101,2013,3,2620736
7520,Lone Survivor,8195,2013,0,1091191
7521,Frankenstein&#39;s Army,8454,2013,0,1925435
7522,White Lies,8629,2013,3,2386257
7523,Yeh Jawaani Hai Deewani,8745,2013,3,2178470
7524,Minha Mae e uma Peca: O Filme,8817,2013,3,2464018
7525,CBGB,8920,2013,1,1786751
7526,Sleeping with the Fishes,8954,2013,3,2286988
7527,Lucia,9070,2013,3,2358592
7528,Persona 3 the Movie: #1 Spring of Birth,9170,2013,3,3198652
7529,Delivery Man,9462,2013,1,2387559
7530,Gekijouban Hakuouki: Daiisshou Kyouto ranbu,9521,2013,0,3856638
7531,"Double, The",9553,2013,1,1825157
7532,Hammer of the Gods,9613,2013,1,2193418
7533,Barbie and the pink shoes,9815,2013,3,2630134
7534,Stranger by the Lake,10020,2013,0,2852458
7535,Metalocalypse The Doomstar Requiem,10329,2013,1,3298820
7536,Monster High: Thirteen Wishes,10456,2013,1,3159812
7537,"Fosters, The",10479,2013,1,2262532
7538,"Legend of Hercules, The",5068,2014,2,1043726
7539,Jack Ryan: Shadow Recruit,5090,2014,1,1205537
7540,Belle,5449,2014,3,2404181
7541,Ride Along,5104,2014,0,1408253
7542,"Lego Movie, The",5132,2014,3,1490017
7543,Vampire Academy,5135,2014,3,1686821
7544,"Monuments Men, The",5144,2014,0,2177771
7545,Dead Snow 2,5149,2014,3,2832470
7546,Fields of the Dead,5157,2014,3,3186838
7547,&#39;71,5159,2014,0,2614684
7548,Robocop,5164,2014,2,1234721
7549,Lizzie Borden Took An Ax,5175,2014,3,3118958
7550,3 Days to Kill,5192,2014,3,2172934
7551,Barbie: The Pearl Princess,5194,2014,3,3504064
7552,Pompeii,5196,2014,3,1921064
7553,"Adventurer: The Curse of the Midas Box, The",5207,2014,1,1376213
7554,"Pa Boys, The",5214,2014,2,3515892
7555,Non-Stop,5217,2014,3,2024469
7556,"I, Frankenstein",5218,2014,1,1418377
7557,Paranormal Activity: The Marked Ones,5219,2014,2,2473682
7558,Winter&#39;s Tale,5220,2014,3,1837709
7559,Mr. Peabody and Sherman,5221,2014,1,864835
7560,"Grand Budapest Hotel, The",5229,2014,1,2278388
7561,That Awkward Moment,5236,2014,3,1800246
7562,300: Rise of an Empire,5256,2014,1,1253863
7563,Flowers in the Attic,5263,2014,3,3074694
7564,Queen,5280,2014,3,3322420
7565,Veronica Mars,5282,2014,3,2771372
7566,Our RoboCop Remake,5307,2014,3,3528906
7567,Divergent,5308,2014,3,1840309
7568,Alles Inklusive,5327,2014,3,3469518
7569,God&#39;s Not Dead,5337,2014,3,2528814
7570,Rio 2,5340,2014,3,2357291
7571,Cesar Chavez,5345,2014,3,1621046
7572,A Long Way Down,5346,2014,3,458413
7573,Noah,5348,2014,3,1959490
7574,Camp Takota,5349,2014,3,3097084
7575,Captain America: The Winter Soldier,5351,2014,3,1843866
7576,Lies I Told My Little Sister,5353,2014,3,2287861
7577,Million Dollar Arm,5387,2014,1,1647668
7578,Hoje Eu Quero Voltar Sozinho,5388,2014,3,1702014
7579,Joe,5396,2014,2,2382396
7580,Under the Skin,5397,2014,0,1441395
7581,Transcendence,5405,2014,1,2209764
7582,La cr&egrave;me de la cr&egrave;me,5408,2014,3,2536428
7583,Barefoot,5409,2014,3,2355495
7584,Oculus,5416,2014,3,2388715
7585,Mega Shark vs. Mecha Shark,5418,2014,3,3152098
7586,Yves Saint Laurent,5421,2014,2,2707858
7587,"Other Woman, The",5423,2014,3,2203939
7588,Amazing Spider-Man 2,5429,2014,1,1872181
7589,Draft Day,5442,2014,2,2223990
7590,Brick Mansions,5447,2014,3,1430612
7591,Hard Corner: Le Film,5450,2014,1,3638604
7592,"Pirate Fairy, The",5453,2014,3,2483260
7593,"Fault in Our Stars, The",5456,2014,3,2582846
7594,Nosferatu In Love,5458,2014,0,3457342
7595,Walk of Shame,5465,2014,3,2463288
7596,Godzilla,5466,2014,2,831387
7597,Starving in Suburbia,5468,2014,3,3257692
7598,Muppets Most Wanted,5482,2014,1,2281587
7599,Chef,5486,2014,1,2883512
7600,Neighbors,5487,2014,3,2004420
7601,Praia do Futuro,5488,2014,1,2199543
7602,"Two Faces of January, The",5495,2014,3,1976000
7603,X-Men: Days of Future Past,5499,2014,1,1877832
7604,Boyhood,5508,2014,3,1065073
7605,Maleficent,5510,2014,3,1587310
7606,Grace of Monaco,5515,2014,3,2095649
7607,"Something, Anything",5516,2014,3,2461126
7608,A Million Ways to Die in the West,5517,2014,2,2557490
7609,Edge of Tomorrow,5529,2014,1,1631867
7610,"Skeleton Twins, The",5535,2014,3,1571249
7611,"Bag Man, The",5540,2014,1,2212008
7612,Ragamuffin,5553,2014,2,2412568
7613,"Rover, The",5559,2014,0,2345737
7614,A coup sur,5566,2014,2,2545186
7615,Une nouvelle amie,6147,2014,2,3184934
7616,Obvious Child,5590,2014,3,2910274
7617,Asian School Girls,5594,2014,3,3421270
7618,What We Do in the Shadows,5597,2014,1,3416742
7619,Transformers: Age of Extinction,5598,2014,3,2109248
7620,Ek Villain,5599,2014,2,3175038
7621,Tammy,5608,2014,3,2103254
7622,Begin Again,5616,2014,3,1980929
7623,How to Train Your Dragon 2,5618,2014,1,1646971
7624,Wir sind die Neuen,5619,2014,3,3777462
7625,Calvary,5620,2014,2,2234003
7626,Dawn of the Planet of the Apes,5624,2014,1,2103281
7627,Sabotage,5625,2014,3,1742334
7628,Dead Girls,5633,2014,3,3560546
7629,"Purge: Anarchy, The",5642,2014,3,2975578
7630,Wicked Blood,5643,2014,3,2761578
7631,Jersey Boys,5649,2014,2,1742044
7632,Lucy,5650,2014,3,2872732
7633,Hercules,5661,2014,2,1267297
7634,22 Jump St,5663,2014,2,2294449
7635,Blended,5664,2014,3,1086772
7636,Alpha House,5668,2014,2,3307774
7637,Guardians of the Galaxy,5671,2014,3,2015381
7638,Planes: Fire &amp; Rescue,5674,2014,1,2980706
7639,Jimmy&#39;s Hall,5678,2014,1,3110960
7640,Into the Storm,5679,2014,3,2106361
7641,Qu&#39;est-ce qu&#39;on a fait au Bon Dieu?,5680,2014,3,2800240
7642,Teenage Mutant Ninja Turtles,5687,2014,3,1291150
7643,Life Of Riley,5689,2014,2,2751390
7644,"Hundred-Foot Journey, The",5692,2014,3,2980648
7645,Need for Speed,5693,2014,1,2369135
7646,"Boxtrolls, The",5696,2014,2,787474
7647,"Giver, The",5700,2014,3,435651
7648,Hector and the Search for Happiness,5701,2014,1,1626146
7649,Let&#39;s Be Cops,5702,2014,0,1924435
7650,"Expendables 3, The",5705,2014,0,2333784
7651,When the Game Stands Tall,5709,2014,1,2247476
7652,A Most Wanted Man,5713,2014,2,1972571
7653,Sin City: A Dame to Kill For,5717,2014,1,458481
7654,"Quiet Roar, The",5719,2014,3,2835536
7655,Frank,5720,2014,1,1605717
7656,Get On Up,5721,2014,2,2473602
7657,If I Stay,5722,2014,3,1355630
7658,"One I Love, The",5724,2014,3,2756032
7659,Women Aren&#39;t Funny,5726,2014,3,3992752
7660,"November Man, The",5729,2014,1,2402157
7661,Housebound,5730,2014,3,3504048
7662,As Above So Below,5733,2014,3,2870612
7663,"Drop, The",5734,2014,1,1600196
7664,Moms&#39; Night Out,5737,2014,3,3014666
7665,Atlas Shrugged: Who Is John Galt?,5745,2014,3,2800038
7666,Saint Seiya: Legend of Sanctuary,5749,2014,2,2231489
7667,God Help the Girl,5753,2014,3,2141751
7668,"Maze Runner, The",5755,2014,1,1790864
7669,Pride,5756,2014,3,3169706
7670,Maps to the Stars,5764,2014,3,2172584
7671,Lugen,5765,2014,3,2618500
7672,"Riot Club, The",5766,2014,1,2717860
7673,A Walk Among the Tombstones,5770,2014,1,365907
7674,"Disappearance of Eleanor Rigby: Them, The",5780,2014,3,3729920
7675,"Equalizer, The",5782,2014,1,455944
7676,Avis de mistral,5790,2014,3,3013588
7677,Ein Geschenk der Gotter,5791,2014,3,3983072
7678,Gone Girl,5801,2014,3,2267998
7679,Annabelle,5804,2014,3,3322940
7680,Two Night Stand,5807,2014,3,2140619
7681,My Little Pony: Equestria Girls - Rainbow Rocks,5810,2014,3,3529198
7682,Wish I Was Here,5811,2014,3,2870708
7683,No Good Deed,5813,2014,3,2011159
7684,Beyond the Lights,5817,2014,3,3125324
7685,Whiplash,5818,2014,1,2582802
7686,"Inbetweeners 2, The",5826,2014,1,3097204
7687,Le Paradis,5848,2014,0,3971202
7688,Laggies,5831,2014,3,2034031
7689,"Good Lie, The",5832,2014,3,2652092
7690,Mostly Ghostly: Have You Met My Ghoulfriend?,5835,2014,3,3138192
7691,Who Am I - Kein System ist sicher,5836,2014,2,3042408
7692,"Rico, Oskar und die Tieferschatten",5837,2014,1,1679276
7693,"Judge, The",5838,2014,2,1872194
7694,"Alexander and the Terrible, Horrible, No Good Very Bad Day",5839,2014,3,1698641
7695,Mange tes morts,5847,2014,0,3720802
7696,"Book of Life, The",5850,2014,3,2262227
7697,Fury,5862,2014,1,2713180
7698,Happy Christmas,5870,2014,3,2955096
7699,"Salvation, The",5874,2014,1,2720680
7700,Nightcrawler,5887,2014,3,2872718
7701,Automata,5892,2014,1,1971325
7702,John Wick,5897,2014,1,2911666
7703,Der Kleine Medicus - Geheimnisvolle Mission im Korper,5899,2014,3,3832158
7704,Kraftidioten,5900,2014,1,2675914
7705,Interstellar,5902,2014,3,816692
7706,"Interview, The",6001,2014,1,2788710
7707,Big Hero 6,5906,2014,3,2245084
7708,Birdman,5911,2014,3,2562232
7709,Dear White People,5918,2014,3,2235108
7710,Inherent Vice,5922,2014,1,1791528
7711,Unutursam F&#305;s&#305;lda,5924,2014,2,4114744
7712,Clouds of Sils Maria,5927,2014,3,2452254
7713,"Hunger Games: Mockingjay - Part 1, The",5931,2014,3,1951265
7714,Citizenfour,5935,2014,1,4044364
7715,Turist,5936,2014,3,3630276
7716,Phoenix,5940,2014,3,2764784
7717,"Imitation Game, The",5941,2014,2,2084970
7718,Foxcatcher,5942,2014,1,1100089
7719,Magic in the Moonlight,5947,2014,3,2870756
7720,Penguins of Madagascar,5950,2014,0,1911658
7721,"Single Moms Club, The",5953,2014,3,2465140
7722,Barbie and the Secret Door,5956,2014,3,3921852
7723,About a Girl,5957,2014,3,3334794
7724,Selma,5959,2014,3,1020072
7725,En duva satt p&aring; en gren och funderade p&aring; tillvaron,5965,2014,1,1883180
7726,Into the Woods,6000,2014,3,2180411
7727,"Theory of Everything, The",5970,2014,3,2980516
7728,Wild,5971,2014,3,2305051
7729,This Is Where I Leave You,5977,2014,2,1371150
7730,Leviathan,5978,2014,3,2802154
7731,Ouija,5981,2014,3,1204977
7732,"Homesman, The",5982,2014,1,2398231
7733,Frozen in Time,5993,2014,0,4150316
7734,"Hobbit: The Battle of the Five Armies, The",5994,2014,1,2310332
7735,Paddington,5997,2014,3,1109624
7736,Annie,6003,2014,3,1823664
7737,Mommy,6007,2014,3,3612616
7738,Mr. Turner,6009,2014,1,2473794
7739,St. Vincent,6010,2014,3,2170593
7740,"Babadook, The",6011,2014,3,2321549
7741,Unbroken,6013,2014,0,1809398
7742,Exodus: Gods and Kings,6019,2014,2,1528100
7743,A Noite da Virada,6023,2014,3,4299406
7744,White Bird in a Blizzard,6025,2014,3,2238050
7745,Top Five,6026,2014,3,2784678
7746,Appropriate Behavior,6032,2014,3,3077108
7747,They Came Together,6034,2014,3,2398249
7748,Good People,6035,2014,3,1361318
7749,A Girl Walks Home Alone at Night,6036,2014,3,2326554
7750,You&#39;re Not You,6037,2014,3,1198156
7751,Agatha Raisin: The Quiche of Death,6040,2014,3,4056574
7752,I Origins,6045,2014,3,2884206
7753,Zero Motivation,6050,2014,3,3576084
7754,"Two Days, One NIght",6053,2014,3,2737050
7755,Ei Kiitos,6054,2014,2,2808680
7756,Treehouse,6061,2014,3,1791681
7757,Still Alice,6066,2014,3,3316960
7758,Zombeavers,6091,2014,3,2784512
7759,Kingsman: The Secret Service,6108,2014,3,2802144
7760,Project Almanac,6103,2014,3,2436386
7761,"Disappearance of Eleanor Rigby: Her, The",6109,2014,3,3720788
7762,A Most Violent Year,6117,2014,3,2937898
7763,American Sniper,6118,2014,1,2179136
7764,"Normal Heart, The",6124,2014,1,1684226
7765,Cake,6128,2014,3,3442006
7766,Parallels,6139,2014,3,3479316
7767,Magical Girl,6143,2014,3,3089326
7768,Girlhood,6198,2014,3,3655522
7769,El Ni&ntilde;o,6158,2014,1,2093990
7770,Big Eyes,6159,2014,3,1126590
7771,Predestination,6172,2014,3,2397535
7772,God&#39;s Pocket,6178,2014,1,2920808
7773,My Father Must Die,6179,2014,3,3368814
7774,Dyke Hard,6180,2014,3,3570168
7775,Song of the Sea,6182,2014,3,1865505
7776,Before I Go to Sleep,6185,2014,3,1726592
7777,"Love, Rosie",6188,2014,3,1638002
7778,Seventh Son,6191,2014,3,1121096
7779,Love Is Strange,6195,2014,2,2639344
7780,Suite francaise,6196,2014,3,900387
7781,Someone Marry Barry,6207,2014,2,1978532
7782,Near Death Experience,6208,2014,0,3800012
7783,"Scribbler, The",6220,2014,3,2396721
7784,Feher isten,6219,2014,3,2844798
7785,Welcome to Me,6225,2014,3,2788716
7786,Cuban Fury,6230,2014,1,2390237
7787,Pane e burlesque,6247,2014,3,3284618
7788,"Last Five Years, The",6252,2014,1,2474024
7789,Relatos salvajes,6256,2014,3,3011894
7790,Gueros,6258,2014,2,3499048
7791,Thegidi,6263,2014,2,3565264
7792,Boy Meets Girl,6264,2014,3,3007302
7793,My Old Lady,6266,2014,3,2908856
7794,Ocho apellidos vascos,6268,2014,1,2955316
7795,Omoide no Mani (When Marnie Was There),6304,2014,3,3398268
7796,Love &amp; Mercy,6305,2014,2,903657
7797,Mike and I,6307,2014,1,3804984
7798,Escobar: Paradise Lost,6331,2014,2,2515030
7799,Batman: Assault on Arkham,6341,2014,3,3139086
7800,"Houses October Built, The",6344,2014,0,1958043
7801,"Kumiko, the Treasure Hunter",6348,2014,3,3263614
7802,"Woman in Black 2: Angel of Death, The",6368,2014,3,2339741
7803,La isla minima,6370,2014,2,3253930
7804,Learning to Drive,6373,2014,3,3062976
7805,Infinitely Polar Bear,6385,2014,3,1969062
7806,Angry Video Game Nerd: The Movie,6400,2014,3,2123146
7807,She&#39;s Funny That Way,6413,2014,3,1767372
7808,Outcast,6416,2014,3,1552224
7809,Step Up All In,6421,2014,2,2626350
7810,Black Sea,6423,2014,0,2261331
7811,A Brilliant Young Mind,6425,2014,1,3149038
7812,Tinker Bell and the Legend of the NeverBeast,6440,2014,3,3120408
7813,"Ich seh, Ich seh",6459,2014,0,3086442
7814,Effie Gray,6476,2014,3,1605798
7815,Cooties,6488,2014,1,2490326
7816,Dohee-ya,6490,2014,3,3661798
7817,East Side Sushi,6491,2014,3,2340650
7818,"Falling, The",6499,2014,3,3294200
7819,Paper Planes,6501,2014,1,3328716
7820,Unfriended,6504,2014,3,3713166
7821,Tu Dors Nicole,6509,2014,3,3483194
7822,Big Game,6513,2014,0,2088003
7823,It Follows,6518,2014,3,3235888
7824,Lust for Love,6524,2014,3,2106529
7825,"Taking of Deborah Logan, The",6527,2014,3,3387648
7826,Wyrmwood: Road of the Dead,6528,2014,3,2535470
7827,Let Us Prey,6534,2014,3,3148348
7828,Rosewater,6545,2014,1,2752688
7829,Mercenaries,6551,2014,3,3598222
7830,Dark Was the Night,6552,2014,1,2251281
7831,Hits,6583,2014,3,3145220
7832,Miss Meadows,6600,2014,3,3128900
7833,Comet,6607,2014,1,2965412
7834,In the Courtyard,6642,2014,3,2593224
7835,Ask Me Anything,6646,2014,3,2505294
7836,Innocence,6668,2014,3,1724965
7837,Hungry Hearts,6672,2014,2,3344922
7838,While We&#39;re Young,6673,2014,3,1791682
7839,Spring,6690,2014,0,3395184
7840,"Like Sunday, Like Rain",6724,2014,3,3104818
7841,Court,6731,2014,1,3717068
7842,Life Partners,6740,2014,3,2870808
7843,Amour fou,6743,2014,2,3003800
7844,Not Cool,6747,2014,3,3569356
7845,Stretch,6765,2014,1,2494280
7846,Golden Era,6773,2014,2,3696086
7847,Cut Bank,6784,2014,3,1661820
7848,River of Fundament,6813,2014,3,3529612
7849,"Quiet Hour, The",6831,2014,3,2645188
7850,How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,6845,2014,3,3812402
7851,Every Secret Thing,6860,2014,3,1706598
7852,Eat with Me,6864,2014,3,2274604
7853,Ju-on: Owari no hajimari,6885,2014,3,3572132
7854,Still the Water,6906,2014,3,3230162
7855,Electricity,6951,2014,3,2936470
7856,Der kleine Drache Kokosnuss,6957,2014,0,3726220
7857,Primero De Enero,6958,2014,3,3263732
7858,Faults,6989,2014,3,3021360
7859,Aloft,6994,2014,3,2494384
7860,Before We Go,6996,2014,3,443465
7861,Land Ho!,7007,2014,3,3283556
7862,5 Flights Up,7036,2014,3,2933544
7863,"Damned Thing, The",7064,2014,1,3748076
7864,Sadilishteto,7066,2014,1,2199436
7865,Ardor,7086,2014,0,1384925
7866,Jongens,7133,2014,1,3318220
7867,Anatomy of a Love Seen,7203,2014,3,3546114
7868,Son of Batman,7208,2014,2,3139072
7869,Verden venter,7226,2014,3,4800178
7870,Young Ones,7254,2014,1,2693664
7871,Respire,7275,2014,3,3365778
7872,Clown,7280,2014,3,1780798
7873,"Gabby Douglas Story, The",7314,2014,1,3386954
7874,Margarita with a Straw,7537,2014,3,2929690
7875,Jane the Virgin,7408,2014,3,3566726
7876,Nar dyrene drommer,7431,2014,1,2818178
7877,Justice League: WAR,7428,2014,3,3060952
7878,I Call It Love,7429,2014,0,4211680
7879,Horrible Bosses 2,8331,2014,1,2170439
7880,Fort Tilden,7459,2014,1,3457734
7881,Gotham,7499,2014,3,3749900
7882,"Frame, The",7516,2014,3,2567038
7883,La belle et la bete,7575,2014,3,2316801
7884,Ventos de Agosto,7578,2014,3,3904770
7885,Out of the Dark,7594,2014,3,2872724
7886,Girltrash: All Night Long,7633,2014,3,1555440
7887,Perfect Sisters,7692,2014,3,2027231
7888,Haider,7713,2014,2,3390572
7889,Da Sweet Blood of Jesus,7730,2014,3,3104930
7890,H.,7764,2014,1,3666210
7891,Sharknado 2: The Second One,7776,2014,3,3062074
7892,Trash,7777,2014,1,1921149
7893,"Lookalike, The",7849,2014,3,2497980
7894,Creep,7880,2014,0,2428170
7895,Last Shift,7885,2014,3,2965466
7896,Heaven Is For Real,8330,2014,2,1929263
7897,Sora no Otoshimono Final: Eternal My Master,7937,2014,1,3438514
7898,Search Party,7898,2014,2,2758904
7899,Better Living Through Chemistry,7974,2014,1,1609479
7900,Jacky in the kingdom of women,8099,2014,3,2382422
7901,"Last: Naruto the Movie, The",8119,2014,2,3717532
7902,Conducta,8122,2014,3,3595966
7903,Dumb and Dumber 2,8328,2014,3,2096672
7904,"Town That Dreaded Sundown, The",8162,2014,3,2561546
7905,Dolphin Tale 2,8327,2014,3,2978462
7906,Night at the Museum: Secret of the Tomb,8236,2014,1,2692250
7907,Dracula Untold,8316,2014,0,829150
7908,Earth To Echo,8333,2014,1,2183034
7909,About Last Night,8340,2014,2,1826590
7910,What We Did on Our Holiday,8361,2014,3,2725962
7911,Deliver Us From Evil,8377,2014,2,2377322
7912,Viharsarok,8531,2014,1,2474310
7913,Der Kreis,8560,2014,1,3148952
7914,Out in the Night,8561,2014,3,3717242
7915,Dolares de arena (Sand Dollars),8605,2014,3,3958098
7916,Date and Switch,8650,2014,2,1878942
7917,Extirpador de Idolatrias,8689,2014,3,3010990
7918,Into the Woods,8702,2014,3,2180411
7919,Highway,8739,2014,0,2980794
7920,Happy Valley,8944,2014,1,3428912
7921,Sex Ed,8957,2014,3,2751310
7922,Alex of Venice,9162,2014,3,2977090
7923,Taken 3,9415,2014,1,2446042
7924,"Tempest, The",9506,2014,3,3840898
7925,Gekijouban Hakuouki: Dainishou shikon soukyou,9522,2014,0,5825186
7926,PK,9659,2014,2,2338151
7927,Awesome Asian Bad Guys,9665,2014,1,3153524
7928,Mass Extinction: Life at the Brink,10056,2014,0,4264406
7929,Moomins on the Riviera,10162,2014,3,2371399
7930,"Red Tent, The",10156,2014,3,3068894
7931,Big Stone Gap,10180,2014,3,3254796
7932,Cloud 9,10225,2014,3,2762970
7933,"Nut Job, The",10255,2014,3,1821658
7934,12 Dog Days Till Christmas,10318,2014,3,3579698
7935,JLA Adventures: Trapped in Time,10401,2014,3,3468260
7936,Robot Overlords,10412,2014,1,2145829
7937,Dark Dungeons,10591,2014,3,3625970
7938,Christmas Under Wraps,10633,2014,3,4180032
7939,Home,6148,2015,3,2224026
7940,Frau Muller muss weg,6048,2015,3,4216934
7941,"Wedding Ringer, The",6065,2015,3,884732
7942,Ex Machina,6084,2015,1,470752
7943,Strange Magic,6093,2015,3,4191054
7944,"Summer of Sangaile, The",6094,2015,3,2994832
7945,Mortdecai,6098,2015,1,3045616
7946,Jupiter Ascending,6101,2015,3,1617661
7947,"SpongeBob Movie: Sponge Out of Water, The",6105,2015,2,2279373
7948,"Duke of Burgundy, The",6107,2015,3,2570858
