,title,id,imdbid,year,rating
5763,Soul Kitchen,809,1244668,2009,1
5764,Lost Persons Area,811,1405808,2009,1
5765,"Boat That Rocked, The",812,1131729,2009,3
5766,Fish Tank,888,1232776,2009,3
5767,An Education,885,1174732,2009,3
5768,Bright Star,886,0810784,2009,3
5769,Ajami,891,1077262,2009,2
5770,Law Abiding Citizen,892,1197624,2009,3
5771,Splice,900,1017460,2009,3
5772,Astro Boy,906,0375568,2009,3
5773,Daybreakers,910,0433362,2009,1
5774,Confessions of a Shopaholic,915,1093908,2009,3
5775,Humpday,922,1334537,2009,1
5776,Frequently Asked Questions About Time Travel,932,0910554,2009,2
5777,"Last Station, The",946,0824758,2009,3
5778,Brooklyn&#39;s Finest,951,1210042,2009,1
5779,"Human Centipede (First Sequence), The",978,1467304,2009,3
5780,"Informant!, The",987,1130080,2009,1
5781,Serious Moonlight,992,1133993,2009,2
5782,Beeswax,996,1339268,2009,3
5783,"Girl on the Train, The",1011,1183672,2009,3
5784,Villa Amalia,1036,1348327,2009,3
5785,Air Doll,1043,1371630,2009,1
5786,Invictus,1186,1057500,2009,1
5787,Chloe,1341,1352824,2009,3
5788,White Material,1288,1135952,2009,3
5789,Vision - Aus dem Leben der Hildegard von Bingen,1508,0995850,2009,3
5790,"She, a Chinese",1410,1389374,2009,2
5791,Yesterday Was a Lie,1557,0448182,2009,3
5792,Go get some rosemary,1482,1426362,2009,1
5793,Life During Wartime,1484,0808526,2009,3
5794,Mr. Nobody,1413,0485947,2009,1
5795,Planet 51,1421,0762125,2009,1
5796,Hannah Free,1574,1315214,2009,3
5797,Undertow,1577,1368491,2009,3
5798,Cargo,1446,0381940,2009,3
5799,44 Inch Chest,1520,0914837,2009,1
5800,Nothing Personal,1177,1320352,2009,3
5801,Youth in Revolt,1179,0403702,2009,1
5802,All About Steve,1180,0881891,2009,3
5803,London River,1214,1227787,2009,3
5804,"Proposal, The",1282,1041829,2009,2
5805,Hua Mulan,1286,1308138,2009,3
5806,&quot;Chess in Concert&quot;,1111,1340768,2009,1
5807,Scheherazade Tell Me a Story,1137,1473149,2009,3
5808,"Secret in Their Eyes, The",1140,1305806,2009,1
5809,Mother and Child,1162,1121977,2009,3
5810,Cairo Time,1440,0896529,2009,3
5811,Map of the Sounds of Tokyo,1549,1185376,2009,1
5812,Exam,1454,1258197,2009,3
5813,Cooking with Stella,1526,1479676,2009,3
5814,Hideaway (Le refuge),1485,1504429,2009,3
5815,Summer Wars,1486,1474276,2009,3
5816,Brothers,1487,0765010,2009,3
5817,"Slammin&#39; Salmon, The",1488,1135525,2009,3
5818,"Young Victoria, The",1490,0962736,2009,3
5819,Perrier&#39;s Bounty,1493,1003034,2009,0
5820,"Unloved, The",1494,1268989,2009,3
5821,"Girlfriend Experience, The",1479,1103982,2009,3
5822,Bride Wars,1395,0901476,2009,3
5823,Dead Snow,1080,1278340,2009,2
5824,About Elly,1609,1360860,2009,3
5825,Coco Chanel &amp; Igor Stravinsky,1634,1023441,2009,2
5826,Ngai chai dor ching,1638,1463188,2009,2
5827,2012,1695,1190080,2009,1
5828,"Assassin Next Door, The",1705,1198153,2009,3
5829,Survival of the Dead,1720,1134854,2009,1
5830,"Unborn, The",1721,1139668,2009,3
5831,"Ugly Truth, The",1724,1142988,2009,2
5832,Thirst (Bakjwi),1738,0762073,2009,3
5833,Case 39,1750,0795351,2009,3
5834,A Prophet (Un Prophete),1756,1235166,2009,1
5835,Micmacs (Micmacs &agrave; tire-larigot),1771,1149361,2009,3
5836,"Limits of Control, The",1779,1135092,2009,1
5837,Still waiting,1780,1116186,2009,3
5838,Lebanon,1796,1483831,2009,0
5839,Jaffa,1797,1406160,2009,3
5840,Lourdes,1803,1405809,2009,3
5841,"Police, Adjective",1804,1337051,2009,1
5842,"Milk of Sorrow, The",1805,1206488,2009,3
5843,"Disappearance of Alice Creed, The",1813,1379177,2009,0
5844,Coco avant Chanel,1821,1035736,2009,3
5845,Defendor,1823,1303828,2009,1
5846,A Serious Man,1870,1019452,2009,2
5847,Lesbian Vampire Killers,1885,1020885,2009,3
5848,"Time Traveler&#39;s Wife, The",1909,0452694,2009,3
5849,Everybody&#39;s Fine,1917,0780511,2009,2
5850,"Scouting Book for Boys, The",1936,1022885,2009,2
5851,Crossing Over,2042,0924129,2009,3
5852,"Blind Side, The",2048,0878804,2009,2
5853,Storm,2105,0768239,2009,3
5854,"Good Guy, The",2109,1247662,2009,3
5855,"Girl Who Kicked the Hornets&#39; Nest, The",2125,1343097,2009,3
5856,Last Train Home,2126,1512201,2009,3
5857,Ondine,2127,1235796,2009,3
5858,Suck,2134,1323605,2009,1
5859,"Girl Who Played with Fire, The",2149,1216487,2009,3
5860,TiMER,2166,1179794,2009,2
5861,Tournament,2174,0471041,2009,0
5862,J&#39;ai tu&eacute; ma m&egrave;re,2196,1424797,2009,2
5863,"Box, The",2239,0362478,2009,3
5864,My Last Five Girlfriends,2258,1050002,2009,3
5865,Get Low,2273,1194263,2009,1
5866,Brief Interviews With Hideous Men,2304,0790627,2009,0
5867,Where the Wild Things Are,2336,0386117,2009,1
5868,Uncertainty,2348,1086216,2009,3
5869,G-Force,2378,0436339,2009,1
5870,Cracks,2396,1183665,2009,3
5871,Fast &amp; Furious,2401,1013752,2009,1
5872,Paper Heart,2435,1331064,2009,3
5873,"Bad Lieutenant: Port of Call - New Orleans, The",2438,1095217,2009,3
5874,Le h&eacute;risson,2439,1442519,2009,3
5875,Eyes Wide Open,2443,1424327,2009,1
5876,Alice,2454,1461312,2009,3
5877,Kaiji: The Ultimate Gambler,2464,1309449,2009,0
5878,Mega Shark vs Giant Octopus,2470,1350498,2009,0
5879,My Bloody Valentine 3D,2489,1179891,2009,2
5880,Gamer,2536,1034032,2009,1
5881,"City of Your Final Destination, The",2540,0896923,2009,3
5882,A Town Called Panic,2558,1433540,2009,1
5883,"Boondock Saints II: All Saints Day, The",2600,1300851,2009,0
5884,Mutants,2606,1146320,2009,3
5885,Exit 117,2635,1521783,2009,2
5886,Desert Flower,2650,1054580,2009,3
5887,Monsters vs Aliens,2656,0892782,2009,3
5888,Mary and Max,2669,0978762,2009,1
5889,Enter the Void,2671,1191111,2009,1
5890,Dear Lemon Lima,2685,1242423,2009,3
5891,Our Summer in Tehran,2755,1326956,2009,3
5892,"Messenger, The",2776,0790712,2009,1
5893,Ink,2777,1071804,2009,3
5894,Broken Embraces,2830,0913425,2009,3
5895,"Double Hour, The",2884,1379222,2009,3
5896,Modern Family,2915,1442437,2009,3
5897,Finding Bliss,2936,1185242,2009,3
5898,Veronika Decides to Die,2956,1068678,2009,3
5899,Year of the Carnivore,3041,1372306,2009,3
5900,OSS 117: Lost in Rio,3061,1167660,2009,1
5901,3 Idiots,3066,1187043,2009,1
5902,Professor Layton and the Eternal Diva,3082,1488591,2009,3
5903,"My Son, My Son, What Have Ye Done",3165,1233219,2009,2
5904,"Horde, The",3200,1183276,2009,0
5905,C Me Dance,4322,1314645,2009,3
5906,He&#39;s Just Not That Into You,3299,1001508,2009,3
5907,Harry Brown,3345,1289406,2009,1
5908,Headhunter,3356,1322315,2009,1
5909,"Dancer and the Thief, The",3377,1243375,2009,0
5910,Il richiamo,3378,1463167,2009,3
5911,"Concert, The",3462,1320082,2009,2
5912,RoboGeisha,3472,1381512,2009,3
5913,Little Girl,3516,1426371,2009,3
5914,Wonder Woman,3585,1186373,2009,3
5915,Paa,3730,1532957,2009,2
5916,Evangelion: 2.0 You Can (Not) Advance,3732,0860906,2009,3
5917,"Maid, The",3752,1187044,2009,3
5918,Armored,3779,0913354,2009,0
5919,Wild About Harry,3813,0435711,2009,3
5920,Albino Farm,3821,1050001,2009,3
5921,Attack on Leningrad,3838,0432314,2009,3
5922,Dance Subaru,3846,1230424,2009,3
5923,"Girl (Flickan), The",3847,1342378,2009,3
5924,Tinker Bell and the Lost Treasure,3906,1216516,2009,3
5925,Technotise - Edit i ja,3936,1372301,2009,3
5926,According to Greta,3997,1059925,2009,3
5927,Black Dynamite,4000,1190536,2009,2
5928,Infestation,4006,1020543,2009,3
5929,"Good Witch&#39;s Garden, The",4014,1312251,2009,3
5930,Valhalla Rising,4129,0862467,2009,0
5931,Pandorum,4047,1188729,2009,1
5932,Deadline,4049,1242618,2009,3
5933,"Fourth Kind, The",4062,1220198,2009,3
5934,In the Electric Mist,4075,0910905,2009,2
5935,"Skeptic, The",4076,0493451,2009,1
5936,Fired Up!,4086,1083456,2009,1
5937,Vampire Girl versus Frankenstein Girl,4088,1425928,2009,3
5938,One Hot Summer,4114,1422201,2009,2
5939,Adam,4119,1185836,2009,2
5940,I Come with the Rain,4217,1024744,2009,0
5941,Whiteout,4265,0365929,2009,3
5942,Dead Hooker in a Trunk,4332,1508661,2009,3
5943,Natale a Beverly Hills,4467,1504362,2009,1
5944,"Wild Hunt, The",4466,1493886,2009,1
5945,Elsewhere,4533,0874271,2009,3
5946,Friday the 13th,4570,0758746,2009,2
5947,"Final Destination, The",4596,1144884,2009,3
5948,Carriers,4763,0806203,2009,3
5949,[Rec] 2,4764,1245112,2009,1
5950,"Uninvited, The",4765,0815245,2009,3
5951,David&#39;s Birthday,4780,1273204,2009,3
5952,Polytechnique,4827,1194238,2009,3
5953,Surviving Evil,4846,0804539,2009,3
5954,Do Comeco ao Fim,4929,1440741,2009,2
5955,Not Since You,4931,1072438,2009,2
5956,12 Men of Christmas,5013,1446201,2009,3
5957,State of Play,5019,0473705,2009,3
5958,El nino pez,5034,1235842,2009,3
5959,Last of the Living,5052,1351177,2009,0
5960,El traspatio (Backyard),5116,1257579,2009,3
5961,Dom zly,5120,1485698,2009,1
5962,Nowhere Boy,5153,1266029,2009,3
5963,Reservoir Hill,5173,2177683,2009,3
5964,Heartless,5202,1220214,2009,1
5965,Nasty Old People,5251,1527679,2009,3
5966,Awaydays,5359,1137436,2009,2
5967,"Last House on the Left, The",5363,0844708,2009,3
5968,Amelia,5367,1129445,2009,3
5969,Fruit Fly,5402,1326221,2009,3
5970,And Then Came Lola,5462,1123894,2009,3
5971,Drool,5506,1268962,2009,3
5972,Make the Yuletide Gay,5586,1305714,2009,3
5973,Reykjavik Whale Watching Massacre,5784,1075749,2009,3
5974,"Joneses, The",5636,1285309,2009,3
5975,Aliens in the Attic,5666,0775552,2009,3
5976,"Wrong House, The",5695,1648194,2009,3
5977,Queen to Play,5718,1082009,2009,3
5978,Big Font. Large Spacing,5857,1479163,2009,3
5979,Triangle,5889,1187064,2009,3
5980,Love Takes Wing,5891,1269560,2009,3
5981,Children of the Corn,5907,1290135,2009,1
5982,Ju-on: White Ghost,5923,1422675,2009,3
5983,Ju-on: Black Ghost,5951,1422674,2009,3
5984,Cosmonauta,5966,1332054,2009,3
5985,Love Happens,6058,0899106,2009,3
5986,Bran Nue Dae,6067,1148165,2009,1
5987,Redline,6122,1483797,2009,3
5988,Solomon Kane,6189,0970452,2009,3
5989,XXXHOLic: Shunmuki - Zenpen,6213,1263772,2009,3
5990,XXXHOLiC: Shunmuki - Kouhen,6214,1461305,2009,3
5991,Sorority Row,6224,1232783,2009,3
5992,Taking Woodstock,6270,1127896,2009,1
5993,After.Life,6311,0838247,2009,1
5994,"Descent: Part 2, The",6533,1073105,2009,3
5995,Chohatsu Daikaiju Gehara,6571,3671900,2009,0
5996,Madea Goes to Jail,6573,1142800,2009,0
5997,"Cry of the Owl, The",6580,1034302,2009,0
5998,Tales from the Catholic Church of Elvis!,6829,1082876,2009,3
5999,Beautiful Kate,6883,1209377,2009,3
6000,I can do bad all by myself,6937,1385912,2009,1
6001,Georgia O&#39;Keeffe,7010,1320286,2009,3
6002,Butter bei die Fische,7176,1362534,2009,3
6003,Land of the Lost,7359,0457400,2009,0
6004,(Untitled),7382,1132193,2009,1
6005,Accidents Happen,7614,1119123,2009,3
6006,Cherrybomb,7623,1248971,2009,1
6007,Dorian Gray,7628,1235124,2009,1
6008,Fatal Rescue,7631,1144825,2009,1
6009,Looking for Eric,7723,1242545,2009,1
6010,Celda 211,7917,1242422,2009,0
6011,"Hole, The",8003,1085779,2009,3
6012,Mystery Team,8146,1237838,2009,1
6013,Opie Gets Laid,8456,0446043,2009,3
6014,Hachi: A Dog&#39;s Tale,8555,1028532,2009,1
6015,Breaking Upwards,8593,1247644,2009,3
6016,Killer Bean Forever,8776,1340108,2009,0
6017,Year One,8848,1045778,2009,3
6018,Cold Souls,9007,1127877,2009,1
6019,What&#39;s Your Raashee?,9030,1242530,2009,2
6020,Pope Joan,9368,0458455,2009,3
6021,Night at the Museum: Battle of the Smithsonian,9589,1078912,2009,1
6022,1,9643,0408060,2009,3
6023,"Greatest, The",10030,1226232,2009,3
6024,Old Dogs,10204,0976238,2009,3
6025,Hannah Montana: The Movie,10305,1114677,2009,2
6026,Paul Blart: Mall Cop,10298,1114740,2009,1
6027,Homestuck,10630,5868326,2009,3
6028,"Crazies, The",694,0455407,2010,3
6029,Alice in Wonderland,699,1014759,2010,3
6030,Our Family Wedding,702,1305583,2010,3
6031,Green Zone,704,0947810,2010,0
6032,Diary of a Wimpy Kid,705,1196141,2010,3
6033,How to Train Your Dragon,711,0892769,2010,3
6034,Hot Tub Time Machine,715,1231587,2010,1
6035,Shutter Island,716,1130884,2010,1
6036,"Wolfman, The",717,0780653,2010,1
6037,Repo Men,723,1053424,2010,3
6038,Kick-Ass,737,1250777,2010,1
6039,Cemetery Junction,773,1196204,2010,2
6040,Date Night,784,1279935,2010,3
6041,Iron Man 2,797,1228705,2010,3
6042,"Back-up Plan, The",808,1212436,2010,3
6043,Robin Hood,822,0955308,2010,3
6044,Letters to Juliet,823,0892318,2010,3
6045,MacGruber,824,1470023,2010,1
6046,"Ghost Writer, The",828,1139328,2010,2
6047,Prince of Persia: The Sands of Time,831,0473075,2010,0
6048,"Runaways, The",832,1017451,2010,3
6049,Sex and the city 2,835,1261945,2010,3
6050,Book of Eli,848,1037705,2010,3
6051,Get Him To The Greek,870,1226229,2010,1
6052,Greenberg,872,1234654,2010,1
6053,Shrek Forever After,894,0892791,2010,1
6054,Just Wright,901,1407061,2010,3
6055,Please Give,908,0878835,2010,3
6056,Winter&#39;s Bone,909,1399683,2010,3
6057,"Karate Kid, The",943,1155076,2010,3
6058,Tiny Furniture,944,1570989,2010,3
6059,Toy Story 3,961,0435761,2010,3
6060,Peacock,962,1188113,2010,1
6061,R U There,968,1443518,2010,0
6062,"A-Team, The",969,0429493,2010,0
6063,Legion,979,1038686,2010,3
6064,Grown Ups,980,1375670,2010,3
6065,Exit Through the Gift Shop,988,1587707,2010,0
6066,Valentine&#39;s Day,989,0817230,2010,3
6067,Browncoats: Redemption,1004,1593655,2010,3
6068,I Am Love,1005,1226236,2010,3
6069,Dos hermanos,1012,1576382,2010,3
6070,Boy,1016,1560139,2010,1
6071,"Last Airbender, The",1019,0938283,2010,1
6072,"Switch, The",1570,0889573,2010,2
6073,Ramona and Beezus,1350,0493949,2010,3
6074,Centurion,1506,1020558,2010,1
6075,Jucy,1507,1336999,2010,3
6076,"Expendables, The",1509,1320253,2010,1
6077,Shelter,1580,1179069,2010,3
6078,"Sorcerer&#39;s Apprentice, The",1301,0963966,2010,1
6079,Remember Me,1303,1403981,2010,3
6080,"Town, The",1576,0840361,2010,1
6081,Middle Men,1447,1251757,2010,1
6082,"Other Guys, The",1448,1386588,2010,2
6083,La tete en friche,1519,1455151,2010,1
6084,You Will Meet a Tall Dark Stranger,1518,1182350,2010,3
6085,Poetry,1566,1287878,2010,3
6086,Resident Evil: Afterlife,1567,1220634,2010,3
6087,Salt,1299,0944835,2010,3
6088,Knight and Day,1174,1013743,2010,2
6089,Skeletons,1175,1425933,2010,3
6090,Una hora mas en Canarias,1183,1161411,2010,3
6091,"Kids Are All Right, The",1199,0842926,2010,3
6092,El dios de madera,1215,1511354,2010,3
6093,"Twilight Saga: Eclipse, The",1234,1325004,2010,3
6094,Despicable Me,1139,1323594,2010,3
6095,Cyrus,1166,1336617,2010,1
6096,Predators,1168,1424381,2010,0
6097,Inception,1169,1375666,2010,3
6098,Easy A,1599,1282140,2010,3
6099,"American, The",1530,1440728,2010,1
6100,Cop Out,1453,1385867,2010,1
6101,"Losers, The",1531,0480255,2010,1
6102,Submarino,1533,1322385,2010,1
6103,Monga,1471,1604900,2010,1
6104,Love Like Poison,1474,1646985,2010,3
6105,"Eat, Pray, Love",1480,0879870,2010,3
6106,Machete,1528,0985694,2010,3
6107,Dinner for Schmucks,1407,0427152,2010,1
6108,Scott Pilgrim vs. the World,1468,0446029,2010,3
6109,"Housemaid, The",1606,1314652,2010,3
6110,Going the Distance,1607,1322312,2010,3
6111,"Last Exorcism, The",1612,1320244,2010,3
6112,"Great Vazquez, The",1624,1525915,2010,3
6113,Into Our Own Hands,1618,1653853,2010,3
6114,Heartbeats,1619,1600524,2010,2
6115,"Social Network, The",1620,1285016,2010,1
6116,Carancho,1625,1542852,2010,3
6117,You Again,1626,1414382,2010,3
6118,Let Me In,1649,1228987,2010,1
6119,Buried,1650,1462758,2010,1
6120,Abel,1651,1479668,2010,3
6121,Made In Dagenham,1652,1371155,2010,3
6122,"Tempest, The",1653,1274300,2010,3
6123,Catfish,1655,1584016,2010,0
6124,Wall Street: Money Never Sleeps,1661,1027718,2010,3
6125,Black Swan,1662,0947798,2010,3
6126,Secretariat,1669,1028576,2010,3
6127,Amador,1672,1477171,2010,3
6128,13 Assassins,1698,1436045,2010,1
6129,Red,1700,1245526,2010,2
6130,Devil,1701,1314655,2010,3
6131,Score: A Hockey Musical,1711,1592876,2010,2
6132,Morning Glory,1723,1126618,2010,3
6133,Burlesque,1784,1126591,2010,3
6134,Elle s&#39;appelait Sarah (Sarah&#39;s key),1742,1668200,2010,3
6135,Megamind,1743,1001526,2010,0
6136,127 Hours,1758,1542344,2010,3
6137,Unstoppable,1759,0477080,2010,3
6138,Another Year,1760,1431181,2010,3
6139,Clash of the Titans,1772,0800320,2010,3
6140,Harry Potter and the Deathly Hallows: Part 1,1773,0926084,2010,3
6141,Uncle Boonmee Who Can Recall His Past Lives,1775,1588895,2010,3
6142,"Next Three Days, The",1777,1458175,2010,3
6143,Tangled,1782,0398286,2010,3
6144,Of god and men (Des hommes et des dieux),1820,1588337,2010,0
6145,Chico &amp; Rita,1831,1235830,2010,2
6146,Monsters,1842,1470827,2010,0
6147,Tron Legacy,1851,1104001,2010,1
6148,True Grit,1854,1403865,2010,3
6149,"King&#39;s Speech, The",1863,1504320,2010,3
6150,Charlie St. Cloud,1865,1438254,2010,1
6151,Temple Grandin,1866,1278469,2010,3
6152,"Tourist, The",1879,1243957,2010,0
6153,Skyline,1880,1564585,2010,3
6154,"Chronicles of Narnia: The Voyage of the Dawn Treader, The",1884,0980970,2010,3
6155,Yogi Bear,1893,1302067,2010,0
6156,"Four-Faced Liar, The",1918,1174693,2010,3
6157,Never Let Me Go,1923,1334260,2010,3
6158,Jack and the Beanstalk,1929,1079968,2010,1
6159,Gunless,1930,1376195,2010,2
6160,"Client List, The",1933,1625340,2010,2
6161,Trigger,1938,1624408,2010,3
6162,Restrepo,2006,1559549,2010,0
6163,"Fighter, The",2033,0964517,2010,2
6164,Welcome to the Rileys,2049,1183923,2010,3
6165,Simple Simon,2046,1686313,2010,1
6166,"Illusionist, The",2051,0775489,2010,0
6167,"Place in Between, The",2052,1723115,2010,3
6168,Bal,2055,1571724,2010,0
6169,Biutiful,2059,1164999,2010,1
6170,Confessions (Kokuhaku),2084,1590089,2010,3
6171,Blue Valentine,2088,1120985,2010,2
6172,"Spy Next Door, The",2093,1273678,2010,3
6173,Love and Other Drugs,2096,0758752,2010,2
6174,How I ended this summer,2103,1588875,2010,0
6175,Triple Dog,2110,1232838,2010,3
6176,And Soon the Darkness,2112,1391034,2010,3
6177,It&#39;s Kind of a Funny Story,2113,0804497,2010,1
6178,Kaboom,2114,1523483,2010,3
6179,Certified Copy,2119,1020773,2010,3
6180,Somewhere,2124,1421051,2010,3
6181,Dear John,2129,0989757,2010,0
6182,Superman/Batman: Apocalypse,2164,1673430,2010,3
6183,"Heavy, The",2178,0473364,2010,0
6184,Room in Rome,2175,1263750,2010,3
6185,Faster,2177,1433108,2010,0
6186,Incendies,2188,1255953,2010,3
6187,Submarine,2189,1440292,2010,1
6188,Due Date,2190,1231583,2010,1
6189,For 80 Days,2192,1600383,2010,3
6190,Barney&#39;s Version,2200,1423894,2010,3
6191,Oranges and Sunshine,2202,1438216,2010,3
6192,Meek&#39;s Cutoff,2206,1518812,2010,2
6193,Conviction,2245,1244754,2010,3
6194,Rabbit Hole,2246,0935075,2010,3
6195,Rubber,2253,1612774,2010,3
6196,Camp Rock 2: The Final Jam,2261,1252380,2010,3
6197,Potiche,2264,1521848,2010,3
6198,Takers,2271,1135084,2010,1
6199,"Lottery, The",2272,1515935,2010,3
6200,Insidious,2280,1591095,2010,3
6201,Super,2288,1512235,2010,1
6202,Everything Must Go,2305,1531663,2010,1
6203,For Colored Girls,2307,1405500,2010,3
6204,Batman: Under the Red Hood,2321,1569923,2010,1
6205,Casino Jack,2328,1194417,2010,1
6206,"Human Resources Manager, The",2329,1311075,2010,1
6207,Steam of Life,2337,1583323,2010,0
6208,&#39;Tamara Drewe&#39;,2358,1486190,2010,3
6209,Viva Riva!,2397,1723120,2010,3
6210,Nanny McPhee and the Big Bang,2416,1415283,2010,3
6211,Animal Kingdom,2419,1313092,2010,1
6212,Pink Saris,2459,1721685,2010,3
6213,Bandage,2465,0482459,2010,3
6214,Beginners,2480,1532503,2010,1
6215,Post Mortem,2481,1714886,2010,1
6216,Happythankyoumoreplease,2482,1481572,2010,1
6217,Arrietty,2513,1568921,2010,3
6218,Percy Jackson &amp; the Olympians: The Lightning Thief,2537,0814255,2010,3
6219,"Trip, The",2542,1740047,2010,1
6220,Wild Target,2593,1235189,2010,1
6221,Turbulent Skies,2624,1518861,2010,3
6222,18 comidas,2629,1671616,2010,2
6223,Senna,2633,1424432,2010,1
6224,4.3.2.1,2643,1514041,2010,3
6225,"Debt, The",2661,1226753,2010,3
6226,TrollHunter,2677,1740707,2010,1
6227,Don&#39;t Be Afraid of the Dark,2680,1270761,2010,3
6228,Ceremony,2686,1341341,2010,2
6229,Detective Dee and the Mystery of the Phantom Flame,2700,1123373,2010,3
6230,Small Town Murder Songs,2702,1429392,2010,3
6231,"Hollywood Complex, The",2712,1754351,2010,3
6232,"Corridor, The",2729,1602617,2010,0
6233,A Bag of Hammers,2733,1509787,2010,3
6234,"Women on the 6th Floor, The",2771,1805297,2010,3
6235,Little White Lies,2773,1440232,2010,3
6236,"Extraordinary Adventures of Adele Blanc-Sec, The",2774,1179025,2010,3
6237,Outside the Law,2775,1229381,2010,1
6238,Howl,2778,1049402,2010,0
6239,Fair Game,2780,0977855,2010,3
6240,Essential Killing,2781,1561768,2010,0
6241,Norwegian Wood,2782,1270842,2010,3
6242,Tucker and Dale vs Evil,2783,1465522,2010,3
6243,"Romantics, The",2791,1403988,2010,3
6244,Paranormal Activity 2,2794,1536044,2010,3
6245,Omae Umasou da na,2801,1734113,2010,0
6246,A Marine Story,2810,1447479,2010,3
6247,Stake Land,2811,1464580,2010,1
6248,Dylan Dog: Dead of Night,2812,1013860,2010,0
6249,"Ward, The",2813,1369706,2010,3
6250,Leading Ladies,2827,1462053,2010,3
6251,Chasing Legends,2863,1996211,2010,0
6252,"Disciple, The",2881,1618390,2010,2
6253,"Clock, The",2908,2008009,2010,3
6254,King of Devil&#39;s Island,2940,1332134,2010,1
6255,"Clinic, The",2951,1345772,2010,3
6256,"Conspirator, The",2962,0968264,2010,3
6257,Band Baaja Barat,3011,1610452,2010,3
6258,An Invisible Sign,3022,1212454,2010,3
6259,Black Venus,3042,1401643,2010,3
6260,"Shrine, The",3068,1341710,2010,3
6261,Justice League: Crisis on Two Earths,3390,1494772,2010,1
6262,Aftershock,3109,1393746,2010,3
6263,Elektra Luxx,3110,1340773,2010,3
6264,Jo&#39;s Boy,3157,1548603,2010,0
6265,"Whistleblower, The",3169,0896872,2010,3
6266,Ip Man 2,3187,1386932,2010,1
6267,Wrecked,3208,1316622,2010,0
6268,Cairo 678,3228,1764141,2010,3
6269,"Hunter, The",3213,1190072,2010,1
6270,Bill Cunningham New York,3224,1621444,2010,3
6271,Space Dogs,3257,1272051,2010,3
6272,Eat Me!,3278,1412541,2010,3
6273,Tekken,3316,0411951,2010,2
6274,I Saw the Devil,3319,1588170,2010,1
6275,Denizen,3425,1194424,2010,1
6276,Four Lions,3435,1341167,2010,1
6277,Food Stamped,3456,1667079,2010,3
6278,Edge of Darkness,3459,1226273,2010,1
6279,On Tour,3464,1451762,2010,3
6280,Stonehenge Apocalypse,3505,1488598,2010,3
6281,Surely Someday,3568,1450332,2010,1
6282,Basilicata Coast to Coast,3607,1529233,2010,3
6283,Red: Werewolf Hunter,3647,1626201,2010,3
6284,Frozen,3676,1323045,2010,1
6285,BearCity,3686,1426320,2010,0
6286,Country Strong,3708,1555064,2010,3
6287,Womb,3762,1216520,2010,3
6288,Transfer,3763,1270120,2010,3
6289,"Killing Jar, The",3804,1270296,2010,3
6290,Bedevilled,3815,1646959,2010,3
6291,Break Ke Baad,3816,1578261,2010,3
6292,16 Wishes,3842,1646876,2010,3
6293,Enthiran,3852,1305797,2010,3
6294,Daydream Nation,3887,1581835,2010,3
6295,Tinker Bell and the Great Fairy Rescue,3903,1216515,2010,3
6296,Une vie de chat,3975,1673702,2010,3
6297,"Killer Inside Me, The",4003,0954947,2010,1
6298,"Good Witch&#39;s Gift, The",4015,1560779,2010,3
6299,YellowBrickRoad,4038,1398428,2010,3
6300,Vanishing on 7th Street,4052,1452628,2010,1
6301,Les emotifs anonymes,4078,1565958,2010,3
6302,"Way, The",4102,1441912,2010,0
6303,West Is West,4103,1441956,2010,3
6304,Night Catches Us,4110,0775543,2010,3
6305,Predicament,4128,1574639,2010,1
6306,Feeding Frenzy,4137,1706365,2010,3
6307,First Night,4170,1536053,2010,3
6308,All About Evil,4274,1307858,2010,3
6309,Elena Undone,4310,1575539,2010,3
6310,Time Traveller (Toki o Kakeru Shojo),4366,1614408,2010,3
6311,Titanic II,4504,1640571,2010,3
6312,Pete Smalls Is Dead,4530,1381413,2010,1
6313,Mysteries of Lisbon,4556,1236371,2010,3
6314,Rare Exports,4790,1401143,2010,0
6315,Hypothermia,4810,1313244,2010,3
6316,"Experiment, The",4823,0997152,2010,0
6317,My Babysitter&#39;s a Vampire,4923,1673423,2010,3
6318,Bratz: Pampered Petz,4930,1719009,2010,3
6319,Standing Ovation,4942,1303803,2010,3
6320,Revenge of the Bridesmaids,4991,1666642,2010,3
6321,Los ojos de Julia (Julia&#39;s Eyes),5009,1512685,2010,3
6322,Boy Wonder,5018,1456060,2010,3
6323,"Amazing Bulk, The",5025,1788453,2010,0
6324,When in Rome,5036,1185416,2010,3
6325,We are The Night (Wir sind die Nacht),5070,1692504,2010,3
6326,A Little Help,5099,1319722,2010,3
6327,Spiderhole,5100,1496884,2010,3
6328,"Tomorrow, When the War Began",5134,1456941,2010,3
6329,Majorite opprimee,5197,1684911,2010,0
6330,Barbie in a Mermaid Tale,5231,1610301,2010,3
6331,Valkaama,5239,1669706,2010,2
6332,London Boulevard,5398,1213648,2010,1
6333,Ramayana: The Epic,5440,1744641,2010,2
6334,Twelve Thirty,5536,1520453,2010,3
6335,Mine vaganti,5623,1405810,2010,3
6336,"Hairdresser, The",5644,1585255,2010,3
6337,Mongolian Death Worm,5735,1504443,2010,3
6338,Como Esquecer,5830,1735853,2010,3
6339,Love in a puff,5854,1602479,2010,1
6340,Hunter Prey,5869,1270291,2010,0
6341,30 Days of Night: Dark Days,5876,1320304,2010,3
6342,"Last Song, The",5990,1294226,2010,3
6343,A Nightmare on Elm Street,6047,1179056,2010,3
